NAME,ADDRESS,ADDRESS2,LAT,LNG,Tigerline ID,Tigerline ID side
Hill District Federal Credit Union,"2021 Centre Avenue, Pittsburgh, Pennsylvania, 15219","2021 CENTRE AVE, PITTSBURGH, PA, 15219",-79.97991,40.443916,51635810,L
Enterprise Development Fund of Erie County,"5240 Knowledge Parkway, Erie, Pennsylvania, 16510--465","5240 KNOWLEDGE PKWY, ERIE, PA, 16510",-79.97012,42.11681,635501557,L
"Southeast Rural Community Assistance Project, Inc.","347 Campbell Avenue, Roanoke, Virginia, 24016--362","347 CAMPBELL AVE SW, ROANOKE, VA, 24016",-79.94713,37.27149,638935796,R
Charleston Citywide Local Development Corporation (LDC),"2 George Street, Suite 3600, Charleston, South Carolina, 29401","2 GEORGE ST, CHARLESTON, SC, 29401",-79.93157,32.785934,615121025,R
East End Food Coop FCU,"7526 Meade St., Pittsburgh, Pennsylvania, 15208--254","7526 MEADE ST, PITTSBURGH, PA, 15208",-79.895676,40.448387,639085845,R
The United Federal Credit Union,"3 Sunset Beach Road, Morgantown, West Virginia, 26508--443","3 SUNSET BEACH RD, MORGANTOWN, WV, 26508",-79.85591,39.67261,50750926,L
Greensboro Community Development Fund,"1451 S. Elm-Eugene Street Suite 2121, Greensboro, North Carolina, 27406","1451 S ELM EUGENE ST, GREENSBORO, NC, 27406",-79.791504,36.05075,131033660,L
Health Facilities FCU,"501 South Irby St, Florence, South Carolina, 29501--520","501 S IRBY ST, FLORENCE, SC, 29501",-79.7677,34.190113,28878802,R
"Progress Fund, The","425 West Pittsburgh Street, Greensburg, Pennsylvania, 15601-2211","425 W PITTSBURGH ST, GREENSBURG, PA, 15601",-79.55159,40.30098,52975453,R
"Chautauqua Opportunities for Development, Inc.","17 West Courtney Street, Dunkirk, New York, 14048--272","17 W COURTNEY ST, DUNKIRK, NY, 14048",-79.32112,42.480854,120757445,R
Southern Chautauqua Federal Credit Union,"168 E Fairmount Avenue, Lakewood, New York, 14750--194","168 E FAIRMOUNT AVE, LAKEWOOD, NY, 14750",-79.31366,42.097675,120751205,R
DuPont Community Credit Union,"P.O. Box 1365  140 Lucy Lane, Waynesboro, Virginia, 22980--327","140 LUCY LN, WAYNESBORO, VA, 22980",-78.93566,38.066166,98872574,L
"M&F Bancorp, Inc","2634 Durham-Chapel Hill Blvd, Durham, North Carolina, 27707--280","2634 DURHAM-CHAPEL HILL BLVD, DURHAM, NC, 27707",-78.92833,35.97446,71739928,R
Mechanics and Farmers Bank,"2634 Durham Chapel Hill Blvd, Durham, North Carolina, 27707--280","2634 DURHAM-CHAPEL HILL BLVD, DURHAM, NC, 27707",-78.92833,35.97446,71739928,R
"JARI Growth Fund, Inc.","245 Market Street, Suite 200, Johnstown, Pennsylvania, 15901","245 MARKET ST, JOHNSTOWN, PA, 15901",-78.92056,40.32505,50230392,L
Self-Help Credit Union,"301 West Main St, Durham, North Carolina, 27701--322","301 W MAIN ST, DURHAM, NC, 27701",-78.90249,35.996044,71739603,L
Self-Help Federal Credit Union,"301 West Main St, Durham, North Carolina, 27701--322","301 W MAIN ST, DURHAM, NC, 27701",-78.90249,35.996044,71739603,L
Self-Help Ventures Fund,"301 West Main St, Durham, North Carolina, 27701--322","301 W MAIN ST, DURHAM, NC, 27701",-78.90249,35.996044,71739603,L
Vision Financial FCU,"214 Pacific Ave, Durham, North Carolina, 27704--216","214 PACIFIC AVE, DURHAM, NC, 27704",-78.90006,36.046387,71768131,R
Halifax County Community Federal Credit Union,"1176 Huell Matthews Hwy  PO Box 799, South Boston, Virginia, 24592--712","1176 HUELL MATTHEWS HWY, SOUTH BOSTON, VA, 24592",-78.89934,36.68413,90310393,L
Latino Community Credit Union,"100 W. Morgan Street, Durham, North Carolina, 27701--331","100 W MORGAN ST, DURHAM, NC, 27701",-78.89856,35.997665,71739630,R
"Westminster Economic Development Initiative, Inc.","436 Grant Street, Buffalo, New York, 14213-1141","436 GRANT ST, BUFFALO, NY, 14213",-78.889656,42.925755,48288790,L
Buffalo Cooperative Federal Credit Union,"816  Elmwood Ave  Rear, Buffalo, New York, 14222--144","816 ELMWOOD AVE, BUFFALO, NY, 14222",-78.87702,42.919342,48289155,L
"Launch New York,  Inc.","77 Goodell Street, Suite 201, Buffalo, New York, 14203--124","77 GOODELL ST, BUFFALO, NY, 14203",-78.86806,42.89471,48290903,R
Local Government Federal Credit Union,"323 West Jones Street  Suite 600, Raleigh, North Carolina, 27603--136","323 W JONES ST, RALEIGH, NC, 27603",-78.643684,35.7827,72503602,L
CAHEC Capital Inc,"7700 Falls of Neuse Rd Ste 200, Raleigh, North Carolina, 27615--335","7700 FALLS OF NEUSE RD, RALEIGH, NC, 27615",-78.62748,35.889156,72538074,R
"North Carolina Comm. Dev. Initiative Capital, Inc.","5800 Faringdon Place, Raleigh, North Carolina, 27609--393","5800 FARRINGDON PL, RALEIGH, NC, 27609",-78.62165,35.861153,72595858,L
Carolina Small Business Development Fund (The Support Center),"3128 Highwoods Blvd  Suite 170, Raleigh, North Carolina, 27604--103","3128 HIGHWOODS BLVD, RALEIGH, NC, 27604",-78.607765,35.822746,612815584,L
Piedmont Housing Alliance,"682 Berkmar Circle, Charlottesville, Virginia, 22901","682 BERKMAR CIR, CHARLOTTESVILLE, VA, 22901",-78.4785,38.084743,83403554,L
Cooperative Fund of New England,"5533 Peden Point Road, Wilmington, North Carolina, 28409--430","5533 PEDEN POINT RD, WILMINGTON, NC, 28409",-77.86911,34.128845,152759287,L
"Natural Capital Investment Fund, Inc.","1098 Turner Road, Shepherdstown, West Virginia, 25443-4228","1098 TURNER RD, SHEPHERDSTOWN, WV, 25443",-77.83668,39.467537,636677771,R
Lexington Ave Federal Credit Union,"1275 Lexington Ave, Rochester, New York, 14606--291","1275 LEXINGTON AVE, ROCHESTER, NY, 14606",-77.66485,43.179188,14531337,L
"Neighborhood Housing Services of Rochester, Inc.","570 South Avenue, Rochester, New York, 14620-1337","570 SOUTH AVE, ROCHESTER, NY, 14620",-77.60508,43.144604,14540408,L
Genesee Co-Op Federal Credit Union,"395 Gregory St, Rochester, New York, 14620--132","395 GREGORY ST, ROCHESTER, NY, 14620",-77.60146,43.143005,14540438,R
"PathStone Enterprise Center, Inc.","400 East Avenue, Rochester, New York, 14607-1910","400 EAST AVE, ROCHESTER, NY, 14607",-77.5937,43.154873,14540386,L
Greater Kinston Credit Union,"901 N. Queen Street, Kinston, NC, 28501","901 N QUEEN ST, KINSTON, NC, 28501",-77.58088,35.269627,13891599,R
Virginia Community Development Fund,"1840 West Broad Street  Suite 200, Richmond, Virginia, 23220--215","1840 W BROAD ST, RICHMOND, VA, 23220",-77.46007,37.556404,641114658,R
"Neighborhood Housing Services of Richmond, Inc.","2712 Chamerlayne Ave, Richmond, Virginia, 23222","2712 CHAMBERLAYNE AVE, RICHMOND, VA, 23222",-77.44438,37.567745,201538549,L
Richmond Heritage Federal Credit Union,"50 West Commerce Road, Richmond, Virginia, 23224","50 W COMMERCE RD, RICHMOND, VA, 23224",-77.44133,37.523388,201541896,L
Fairfax County Federal Credit Union,"4201 Members Way, Fairfax, Virginia, 22030--550","4201 MEMBERS WAY, FAIRFAX, VA, 22030",-77.33657,38.85082,641085534,L
Community Business Partnership,"6564 Loisdale Court  Suite 600, Springfield, Virginia, 22150--190","6564 LOISDALE CT, SPRINGFIELD, VA, 22150",-77.17849,38.776527,76016816,R
"All Credit Considered Mortgage, Inc.","932 Hungerford Drive  6, Rockville, Maryland, 20850--175","932 HUNGERFORD DR, ROCKVILLE, MD, 20850",-77.15444,39.099644,629314510,L
Calvert Social Investment Foundation,"7315 Wisconsin Avenue  Suite 1000W, Bethesda, Maryland, 20814--323","7315 WISCONSIN AVE, BETHESDA, MD, 20814",-77.09343,38.982796,62066057,R
ECDC Enterprise Development Group,"901 S. Highland Street, Arlington, Virginia, 22204-2400","901 S HIGHLAND ST, ARLINGTON, VA, 22204",-77.0893,38.863335,76470570,L
Institute for Community Economics,"1101 30th Street, NW  Suite 400, Washington, District of Columbia, 20007--377","1101 30TH ST NW, WASHINGTON, DC, 20007",-77.059135,38.904205,76243996,R
National Housing Trust Community Development Fund,"1101 30th Street, NW  Suite 100A, Washington, District of Columbia, 20007--377","1101 30TH ST NW, WASHINGTON, DC, 20007",-77.059135,38.904205,76243996,R
Capital Impact Partners,"2011 Crystal Drive  Suite 750, Arlington, Virginia, 22202--378","2011 CRYSTAL DR, ARLINGTON, VA, 22202",-77.0493,38.855804,76472558,L
Democracy FCU,"400 N. Columbus Street, Alexandria, Virginia, 22314","400 N COLUMBUS ST, ALEXANDRIA, VA, 22314",-77.04737,38.80871,75988493,L
Building Hope...A Charter School Facilities Fund,"910 17th St. NW Ste 1100, Washington, District of Columbia, 20006--261","910 17TH ST NW, WASHINGTON, DC, 20006",-77.03946,38.901535,76225663,L
National Community Reinvestment Coalition Community Development Fund,"727 15th Street NW  Suite 900, Washington, District of Columbia, 20005--602","727 15TH ST NW, WASHINGTON, DC, 20005",-77.03363,38.899113,76225778,R
Housing Assistance Council,"1025 Vermont Avenue, NW, Suite 606, Washington, District of Columbia, 20005--351","1025 VERMONT AVE NW, WASHINGTON, DC, 20005",-77.03356,38.90288,76225764,R
"City First Enterprises, Inc.","1436 U Street NW  4th Floor, Washington, District of Columbia, 20009--398","1436 U ST NW, WASHINGTON, DC, 20009",-77.03342,38.916992,76223178,L
CFBanc Corporation,"1432 U Street, NW, Washington, District of Columbia, 20009--391","1432 U ST NW, WASHINGTON, DC, 20009",-77.03335,38.916992,76223178,L
"City First Bank of D.C., N.A.","1432 U Street NW, Washington, District of Columbia, 20009--391","1432 U ST NW, WASHINGTON, DC, 20009",-77.03335,38.916992,76223178,L
District Government Employees Federal Credit Union,"2000 14th Street NW  2nd Floor, Washington, District of Columbia, 20009--447","2000 14TH ST NW, WASHINGTON, DC, 20009",-77.03196,38.917088,76223200,L
Community Development Transportation Lending Services,"1341 G Street, NW, 10th Floor, Washington, District of Columbia, 20005--311","1341 G ST NW, WASHINGTON, DC, 20005",-77.03061,38.89832,76225885,R
Industrial Bank,"4812 Georgia Avenue, NW, Washington, District of Columbia, 20011--452","4812 GEORGIA AVE NW, WASHINGTON, DC, 20011",-77.027054,38.94905,76223447,L
NeighborWorks Capital,"8484 Georgia Ave  Suite 330, Silver Spring, Maryland, 20910--560","8484 GEORGIA AVE, SILVER SPRING, MD, 20910",-77.02682,38.99455,62068130,L
Latino Economic Development Corporation (LEDC),"641 S Street, NW, Washington, District of Columbia, 20001--513","641 S ST NW, WASHINGTON, DC, 20001",-77.0211,38.914093,76224419,R
Washington Area Community Investment Fund,"2012 Rhode Island Ave NE, Washington, District of Columbia, 20018--283","2012 RHODE ISLAND AVE NE, WASHINGTON, DC, 20018",-76.975975,38.929234,638305284,L
"Enterprise Community Loan Fund, Inc.","11000 Broken Land Parkway, Columbia, Maryland, 21044--349","11000 BROKENLAND PKWY, COLUMBIA, MD, 21044",-76.86677,39.21168,158961052,L
Prince Georges Financial Services Corporation,"1801 McCormick Drive, Largo, Maryland, 20774-5326","1801 MCCORMICK DR, LARGO, MD, 20774",-76.84639,38.910797,76381280,R
Charter Schools Development Corporation,"6731 Columbia Gateway Drive  Suite 220, Columbia, Maryland, 21046--216","6731 COLUMBIA GATEWAY DR, COLUMBIA, MD, 21046",-76.804695,39.18402,211680438,R
Security Plus Federal Credit Union,"7135 Windsor Blvd, Baltimore, Maryland, 21244--056","7135 WINDSOR BLVD, BALTIMORE, MD, 21244",-76.750725,39.333088,191565706,R
"Neighborhood Housing Services of Baltimore, Inc.","25 East 20th Street, Suite 170, Baltimore, Maryland, 21218--603","25 E 20TH ST, BALTIMORE, MD, 21218",-76.616425,39.312233,206418953,R
"Healthy Neighborhoods, Inc.","2 East Read Street  2nd Floor, Baltimore, Maryland, 21202--247","2 E READ ST, BALTIMORE, MD, 21202",-76.61576,39.299675,206419373,L
Harbor Bank of Maryland,"25 West Fayette Street, Baltimore, Maryland, 21201-3794","25 W FAYETTE ST, BALTIMORE, MD, 21201",-76.61567,39.29042,206420556,L
Harbor Bank of Maryland Community Development Corporation,"25 West Fayette Street, Baltimore, Maryland, 21201","25 W FAYETTE ST, BALTIMORE, MD, 21201",-76.61567,39.29042,206420556,L
Harbor Bankshares Corporation,"25 West Fayette Street, Baltimore, Maryland, 21201-3702","25 W FAYETTE ST, BALTIMORE, MD, 21201",-76.61567,39.29042,206420556,L
MECU of Baltimore Inc.,"7 East  Redwood Street, Baltimore, Maryland, 21202--110","7 E REDWOOD ST, BALTIMORE, MD, 21202",-76.61508,39.288826,206420608,R
"Baltimore Community Lending, Inc.","120 E. Baltimore St  Suite 1810, Baltimore, Maryland, 21202--167","120 E BALTIMORE ST, BALTIMORE, MD, 21202",-76.61292,39.289646,206420701,L
Alternatives Federal Credit Union,"125 North Fulton Street, Ithaca, New York, 14850-3301","125 N FULTON ST, ITHACA, NY, 14850",-76.51053,42.439426,18855411,R
Oswego County Federal Credit Union,"90 East Bridge Street, Oswego, New York, 13126-2110","90 E BRIDGE ST, OSWEGO, NY, 13126",-76.50379,43.45874,57803006,R
"Ithaca Neighborhood Housing Services, Inc.","115 West Clinton Street, Ithaca, New York, 14850-5636","115 W CLINTON ST, ITHACA, NY, 14850",-76.49974,42.436848,611253079,R
ASSETS Lancaster,"100 South Queen Street, Lancaster, Pennsylvania, 17603","100 S QUEEN ST, LANCASTER, PA, 17603",-76.30538,40.03633,179713388,R
Community First Fund,"51 South Duke Street, Suite 400, Lancaster, Pennsylvania, 17602--357","51 S DUKE ST, LANCASTER, PA, 17602",-76.303345,40.03698,179664621,L
Lancaster Housing Opportunity Partnership,"123 E King St, Lancaster, Pennsylvania, 17602--280","123 E KING ST, LANCASTER, PA, 17602",-76.30299,40.038258,179664631,L
"Home Headquarters, Inc.","538 Erie Blvd., West,  Suite 100, Syracuse, New York, 13204--242","538 ERIE BLVD W, SYRACUSE, NY, 13204",-76.1616,43.049805,46570093,R
Empower FCU,"401 N Salina St, Syracuse, New York, 13203-1701","401 N SALINA ST, SYRACUSE, NY, 13203",-76.15208,43.056145,46570779,L
Syracuse Cooperative Federal Credit Union,"723 Westcott Street, Syracuse, New York, 13210-2542","723 WESTCOTT ST, SYRACUSE, NY, 13210",-76.11899,43.03756,46573647,L
Greater Berks Development Fund,"201 PENN ST. SUITE 500, READING, Pennsylvania, 19601--408","201 PENN ST, READING, PA, 19601",-75.933624,40.335403,80381722,L
"Neighborhood Housing Services of Greater Berks, Inc.","213 N. 5th Street, Reading, Pennsylvania, 19601--339","213 5TH ST, READING, PA, 19601",-75.92775,40.33961,80445516,R
MetroAction Inc.,"222 Mulberry Street, Scranton, Pennsylvania, 18503-1210","222 MULBERRY ST, SCRANTON, PA, 18510",-75.664635,41.41241,641156093,R
"Maryland Capital Enterprises, Inc.","144 E. Main Street, Salisbury, MD, 21801","144 E MAIN ST, SALISBURY, MD, 21801",-75.599,38.365578,114454021,R
Delaware Community Investment Corporation (DCIC),"100 West 10th Street, Suite 302  Community Service Building, Wilmington, Delaware, 19801--660","100 W 10TH ST, WILMINGTON, DE, 19801",-75.548416,39.745804,187257847,L
First State Community Loan Fund,"100 West 10th St.  Suite 1005, Wilmington, Delaware, 19801--165","100 W 10TH ST, WILMINGTON, DE, 19801",-75.548416,39.745804,187257847,L
Eagle One Federal Credit Union,"3301 Philadelphia Pike, Claymont, Delaware, 19703--153","3301 PHILADELPHIA PIKE, CLAYMONT, DE, 19703",-75.460815,39.800274,187262397,L
Pennsylvania Assistive Technology Foundation,"1004 West 9th Avenue, King of Prussia, Pennsylvania, 19406--120","1004 W 9TH AVE, KING OF PRUSSIA, PA, 19406",-75.41225,40.101524,135130040,R
"Utica Industrial Development Corporation, Inc","584 Phoenix Drive, Rome, New York, 13441","584 PHOENIX DR, ROME, NY, 13441",-75.39656,43.2119,171576910,R
Rising Tide Community Loan Fund,"1337 E 5th St, Bethlehem, Pennsylvania, 18015--210","1337 E 5TH ST, BETHLEHEM, PA, 18015",-75.355736,40.610596,136910318,L
"Utica Neighborhood Housing Services, Inc.","1611 Genesee Street, Utica, New York, 13501--473","1611 GENESEE ST, UTICA, NY, 13501",-75.25215,43.091133,171545841,L
West Philadelphia Financial Service Institution,"5200 Warren Street, Philadelphia, Pennsylvania, 19131","5200 WARREN ST, PHILADELPHIA, PA, 19131",-75.226776,39.97616,131398164,L
"Enterprise Center Capital Corporation, The","4548 Market Street, Philadelphia, Pennsylvania, 19139-3610","4548 MARKET ST, PHILADELPHIA, PA, 19139",-75.21201,39.95839,131399760,L
Economic Opportunities Fund,"2010 chestnut street, philadelphia, Pennsylvania, 19103--441","2010 CHESTNUT ST, PHILADELPHIA, PA, 19103",-75.173805,39.952087,639163652,L
Women's Opportunities Resource Center,"2010 Chestnut Street, Philadelphia, Pennsylvania, 19103","2010 CHESTNUT ST, PHILADELPHIA, PA, 19103",-75.173805,39.952087,639163652,L
Trouvaille Federal Credit Union,"4700 Wissahickon Ave, Philadelphia, Pennsylvania, 19144-4248","4700 WISSAHICKON AVE, PHILADELPHIA, PA, 19144",-75.17207,40.017376,131443813,L
"Reinvestment Fund, Inc., The","1700 Market Street   19th Floor, Philadelphia, Pennsylvania, 19103--390","1700 MARKET ST, PHILADELPHIA, PA, 19103",-75.16857,39.952988,131407480,L
United Bank of Philadelphia,"30 South 15th Street   Suite 1200, Philadelphia, Pennsylvania, 19102--000","30 S 15TH ST, PHILADELPHIA, PA, 19102",-75.1655,39.95159,131407666,R
PIDC Community Capital,"1500 Market Street  Suite 2600 West, Philadelphia, Pennsylvania, 19102--212","1500 MARKET ST, PHILADELPHIA, PA, 19102",-75.16536,39.952587,131407637,L
Beech Capital Venture Corporation,"1510 Cecil B. Moore Avenue  Suite 302, Philadelphia, Pennsylvania, 19121--341","1510 CECIL B MOORE AVE, PHILADELPHIA, PA, 19121",-75.15999,39.978954,131421622,L
North Philadelphia Financial Partnership,"1300 W. Lehigh Avenue  Liberty Square - Suite 100, Philadelphia, Pennsylvania, 19132--270","1300 W LEHIGH AVE, PHILADELPHIA, PA, 19132",-75.152466,39.993664,131418410,L
Opportunity Finance Network,"620 Chestnut Street, Suite 572  Public Ledger Building, Philadelphia, Pennsylvania, 19106--341","620 CHESTNUT ST, PHILADELPHIA, PA, 19106",-75.15116,39.94927,131423675,L
Entrepreneur Works Fund,"111 S Independence Mall East, Suite 528  The Bourse Building, Philadelphia, Pennsylvania, 19106--252","111 N INDEPENDENCE MALL E, PHILADELPHIA, PA, 19106",-75.14867,39.951687,638456408,R
FINANTA,"1301 N. 2nd Street, Philadelphia, Pennsylvania, 19122--450","1301 N 2ND ST, PHILADELPHIA, PA, 19122",-75.13921,39.97106,131459746,R
Noah Bank,"7301 Old York Road, Elkins Park, Pennsylvania, 19027--300","7301 YORK RD, ELKINS PARK, PA, 19027",-75.13671,40.061825,641953047,R
Cooperative Business Assistance Corporation,"328 Market Street, Camden, New Jersey, 08102-1524","328 MARKET ST, CAMDEN, NJ, 08102",-75.12334,39.946106,134340790,R
"Impact Loan Fund, Inc.","1952 East Allegheny Avenue, Philadelphia, Pennsylvania, 19134--312","1952 E ALLEGHENY AVE, PHILADELPHIA, PA, 19134",-75.11178,39.994667,131421426,R
Cumberland Empowerment Zone Corporation,"2 North High Street, Millville, New Jersey, 08332-3830","2 N HIGH ST, MILLVILLE, NJ, 08332",-75.03847,39.395443,174112266,L
Trenton Business Assistance Corporation,"3111 Quakerbridege Rd. - 2 floor, Mercerville, New Jersey, 08619--163","3111 QUAKERBRIDGE RD, MERCERVILLE, NJ, 08619",-74.68644,40.247074,643028946,R
"Community Loan Fund of New Jersey, Inc.","108 Church Street, 3rd Floor, New Brunswick, New Jersey, 08901--200","108 CHURCH ST, NEW BRUNSWICK, NJ, 08901",-74.44429,40.49592,60263972,L
Union County Economic Development Corporation,"75 Chestnut Street, Cranford, New Jersey, 07016--293","75 CHESTNUT ST, CRANFORD, NJ, 07016",-74.303955,40.65357,60570809,R
North Jersey Federal Credit Union,"711 Union Blvd, Totowa, New Jersey, 07512--220","711 UNION BLVD, TOTOWA, NJ, 07512",-74.22916,40.88898,65260921,R
New Community Federal Credit Union,"274 South Orange Avenue, Newark, New Jersey, 07103--241","274 S ORANGE AVE, NEWARK, NJ, 07103",-74.19574,40.739204,63465767,L
Greater Newark Enterprises Corporation,"211 Warren Street, Suite 317, Newark, New Jersey, 07103--356","211 WARREN ST, NEWARK, NJ, 07103",-74.18239,40.742332,63466940,R
City National Bancshares Corporation,"900 Broad Street, Newark, New Jersey, 07102--261","900 BROAD ST, NEWARK, NJ, 07102",-74.173874,40.732536,63486133,L
City National Bank of New Jersey,"900 Broad Street, Newark, New Jersey, 07102-2611","900 BROAD ST, NEWARK, NJ, 07102",-74.173874,40.732536,63486133,L
Adirondack Economic Development Corporation,"67 Main Street, Suite 300, Saranac Lake, New York, 12983--574","67 MAIN ST, SARANAC LAKE, NY, 12983",-74.13177,44.325493,173829736,L
1ST Bergen Federal Credit Union,"241 Moore Street, Hackensack, New Jersey, 07601--753","241 MOORE ST, HACKENSACK, NJ, 07601",-74.040985,40.885685,64386246,L
Grow America Fund,"1 Battery Park Plaza Suite 710, New York, New York, 10004","1 BATTERY PARK VIADUCT, NEW YORK, NY, 10004",-74.016594,40.705006,59662678,R
Sustainable Neighborhoods LLC,"17 Battery Place, Suite 728, New York, New York, 10004","17 BATTERY PL, NEW YORK, NY, 10004",-74.0159,40.704887,640841439,R
NDC Community Impact Loan Fund,"24 Whitehall Street, New York, New York, 10004","24 WHITEHALL ST, NEW YORK, NY, 10004",-74.01309,40.703465,59660662,R
National Federation of Community Development Credit Unions,"39 Broadway  Suite 2140, New York, New York, 10006--305","39 BROADWAY, NEW YORK, NY, 10006",-74.01282,40.706406,59659614,L
Primary Care Development Corporation,"45 Broadway  Suite 530, New York, New York, 10006--300","45 BROADWAY, NEW YORK, NY, 10006",-74.01276,40.706482,59659614,L
Corporation for Supportive Housing,"61 Broadway, New York, New York, 10006-2701","61 BROADWAY, NEW YORK, NY, 10006",-74.012596,40.706673,59659614,L
"Center for Community Development for New Americans, Inc.","120 Broadway, Suite 230, New York, New York, 10271--309","120 BROADWAY, NEW YORK, NY, 10271",-74.01106,40.70852,59659634,R
Nonprofit Finance Fund,"5 Hanover Square, 9th FL, New York, New York, 10004-2650","5 HANOVER SQ, NEW YORK, NY, 10004",-74.00962,40.704685,59659675,L
The Finest Federal Credit Union,"59 Maiden Lane Lobby, New York, New York, 10038","59 MAIDEN LN, NEW YORK, NY, 10038",-74.008224,40.708256,59660458,L
"ACCION East, Inc.","80 Maiden Lane  Suite 903, New York, New York, 10038--481","80 MAIDEN LN, NEW YORK, NY, 10038",-74.00712,40.70696,59660498,R
Homeownership Lending LLC,"120 Wall street  20th Floor, New York, New York, 10005--402","120 WALL ST, NEW YORK, NY, 10005",-74.00677,40.704704,59660511,L
First American International Bank,"5503 8th Avenue, Brooklyn, New York, 11220--351","5503 8TH AVE, BROOKLYN, NY, 11220",-74.006676,40.63826,59094852,L
"Womens Venture Fund, Inc.","601 West 26th Street, New York, New York, 10001--114","601 W 26TH ST, NEW YORK, NY, 10001",-74.0058,40.750866,59659285,R
Vital Healthcare Capital,"254 West 31st St.  7th Floor, New York, New York, 10001--281","254 W 31ST ST, NEW YORK, NY, 10001",-73.99355,40.749744,59653376,L
New York University FCU,"726 Broadway, Suite 110, New York, New York, 10003--950","726 BROADWAY, NEW YORK, NY, 10003",-73.99343,40.72937,639430777,R
"Neighborhood Housing Services of New York City, Inc.","307 West 36th Street, 12th floor, New York, New York, 10018-6495","307 W 36TH ST, NEW YORK, NY, 10018",-73.99317,40.753757,59658568,R
"Grameen America, Inc.","150 West 30th Street  8h Floor, New York, New York, 10001--415","150 W 30TH ST, NEW YORK, NY, 10001",-73.991066,40.74788,59653403,L
Community Partnership Development Corporation,"242 West 36th Street  3rd Floor, New York, New York, 10018--897","242 W 36TH ST, NEW YORK, NY, 10018",-73.990944,40.7528,59658580,L
Local Initiatives Support Corporation,"501 Seventh Avenue, 7th Floor, New York, New York, 10018-5903","501 7TH AVE, NEW YORK, NY, 10018",-73.989204,40.75294,59658590,R
The Working World,"228 Park Ave South, New York, New York, 10003--150","228 PARK AVE S, NEW YORK, NY, 10003",-73.98834,40.73749,59653638,L
"Community Development Trust, LP, The","1350 Broadway, New York, New York, 10018-7702","1350 BROADWAY, NEW YORK, NY, 10018",-73.98765,40.751358,59658611,R
"The Community Development Trust, Inc.","1350 Broadway  Suite 700, New York, New York, 10018--770","1350 BROADWAY, NEW YORK, NY, 10018",-73.98765,40.751358,59658611,R
Community Preservation Corporation,"28 East 28th Street  9th floor, New York, New York, 10016--794","28 E 28TH ST, NEW YORK, NY, 10016",-73.9855,40.74392,59653488,R
"National Minority Supplier Development Council Business Consortium Fund, Inc.","39 West 37th street, 7th Floor, New York, New York, 10018","39 W 37TH ST, NEW YORK, NY, 10018",-73.98448,40.7509,59658628,R
"TruFund Financial Services, Inc.","39 West 37th Street. 7th Floor, New York, New York, 10018-2329","39 W 37TH ST, NEW YORK, NY, 10018",-73.98448,40.7509,59658628,R
Lower East Side Peoples Federal Credit Union,"37 Avenue B, New York, New York, 10009-7441","37 AVE B, NEW YORK, NY, 10009",-73.982925,40.722717,59654737,R
Savoy Bank,"600 5th Avenue 17th Floor, New York, New York, 10020--232","600 5TH AVE, NEW YORK, NY, 10020",-73.97809,40.75734,59657166,L
"The IRCs Center for Economic Opportunity, Inc. (CEO)","122 E. 42nd Street, New York, New York, 10168--128","122 E 42ND ST, NEW YORK, NY, 10017",-73.97629,40.751534,59658687,R
BOC Capital Corp.,"85 South Oxford, 2nd floor, Brooklyn, New York, 11217--160","85 S OXFORD ST, BROOKLYN, NY, 11217",-73.97358,40.686974,59077679,L
Entertainment Industries FCU,"550 Madison Ave., New York, New York, 10022--321","550 MADISON AVE, NEW YORK, NY, 10022",-73.97328,40.761044,59657239,L
The Community Development Venture Capital Alliance,"475 Riverside Dr., Suite 1264, New York, New York, 10115","475 RIVERSIDE DR, NEW YORK, NY, 10115",-73.964386,40.8108,59655375,R
CAMBA Economic Development Corporation,"1720 Church Avenue, Brooklyn, New York, 11226-2673","1720 CHURCH AVE, BROOKLYN, NY, 11226",-73.96382,40.649143,59102394,R
"Harlem Entrepreneurial Fund, LLC","361 West 125th Street, New York, New York, 10027-4843","361 W 125TH ST, NEW YORK, NY, 10027",-73.9533,40.811073,59661827,R
Carver Federal Savings Bank,"75 West 125th Street, New York, New York, 10027-4512","75 W 125TH ST, NEW YORK, NY, 10027",-73.943054,40.80676,642471709,R
Fidelis Federal Credit Union,"448 West 152nd Street, NEW YORK, New York, 10031--181","448 W 152ND ST, NEW YORK, NY, 10031",-73.942635,40.8289,59656207,L
East River Development Alliance Federal Credit Union,"13-03B 40th Avenue  Ground Floor, Long Island City, New York, 11101--610","13-3 40TH AVE, LONG IS CITY, NY, 11101",-73.94197,40.755615,59696203,L
Neighborhood Trust Federal Credit Union,"1112 St Nicholas Ave, New York, New York, 10032--380","1112 ST NICHOLAS AVE, NEW YORK, NY, 10032",-73.939804,40.839794,59655709,R
Washington Heights and Inwood Development Corporation,"57 Wadsworth Avenue, New York, New York, 10033","57 WADSWORTH AVE, NEW YORK, NY, 10033",-73.93764,40.84617,59655610,R
Quontic Bank,"31-05 Broadway, Astoria, New York, 11106--264","31-5 BROADWAY, ASTORIA, NY, 11106",-73.925285,40.761932,59696819,L
Quontic Bank Holdings Corp,"31-05 Broadway, Astoria, New York, 11106--264","31-5 BROADWAY, ASTORIA, NY, 11106",-73.925285,40.761932,59696819,L
